ID,N°,Tipo,T,Quechua,Traducción,Sentimiento
E036,36,Palabra,W,Paqarin,Mañana,EMOCIONADO
E037,37,Palabra,W,Minchha,Pasado Mañana,EMOCIONADO
E038,38,Palabra,W,Tutantin,Toda La Noche,EMOCIONADO
E039,39,Palabra,W,Waynasipas,La Juventud,EMOCIONADO
E040,40,Palabra,W,Wasichay,Techar Casa,EMOCIONADO
E041,41,Palabra,W,Qesachay,Hacer Nido,EMOCIONADO
E042,42,Palabra,W,Rit’i,Nieve,EMOCIONADO
E043,43,Oración,S,Mayukunan ch'uya karan,Los ríos eran limpios,EMOCIONADO
E044,44,Oración,S,Wayrapas ch'uyallataq karan,El aire era puro,EMOCIONADO
E045,45,Oración,S,Qorakunawanmi hampiwaran,Me curó con hierbas,EMOCIONADO
E046,46,Oración,S,Kuchuta wasiykiman apanki,Lleva el sombrero a tu casa,EMOCIONADO
E047,47,Oración,S,Aqhata apamuway,Tráeme la chicha,EMOCIONADO
E048,48,Oración,S,Kunan Arequipamanta chayamunqa,Hoy llegará de Arequipa,EMOCIONADO
E049,49,Oración,S,Wawqeytan yanapasaq,Le ayudaré a mi hermano,EMOCIONADO
E050,50,Oración,S,Ishkay killapin yachasaq,Aprenderé en 2 meses,EMOCIONADO
E051,51,Oración,S,Noqapiwanmi risun,Iremos conmigo,EMOCIONADO
E052,52,Oración,S,Noqan chaypi kanaypunin,Yo tengo que estar allí,EMOCIONADO
E053,53,Oración,S,Noqan yachachiq kasaq,Yo seré profesor,EMOCIONADO
E054,54,Oración,S,Awayta yachachinqa,Enseñará a tejer,EMOCIONADO
E055,55,Oración,S,Waynakuna pukllashan,Los jóvenes están jugando,EMOCIONADO
E056,56,Oración,S,Llapaykichis hamuychis,Vengan todos,EMOCIONADO
E057,57,Oración,S,Wawqekunan paqarin tocanqaku,Mañana los hermanos van a tocar,EMOCIONADO
E058,58,Oración,S,Paqarin tutallamanta hamusaq,Vendré mañana temprano,EMOCIONADO
E059,59,Oración,S,Paraqa qolla poqoy killapin qallarin,El tiempo de lluvia empieza en enero,EMOCIONADO
E060,60,Oración,S,Kay uchu sinchita hayan,Este ají pica fuertemente,EMOCIONADO
E061,61,Oración,S,Wasi qhepapi pakasqa kashan,Está escondido detrás de la casa,EMOCIONADO
E062,62,Oración,S,Aqhata ukyaykusun,Beberemos chicha,EMOCIONADO
E063,63,Oración,S,Haku yachaq,Vamos a aprender!,EMOCIONADO
E064,64,Oración,S,Paymi hamuran,Él vino,EMOCIONADO
E065,65,Oración,S,Michiyki qhawashan,Esta mirando tu gato,EMOCIONADO
E066,66,Oración,S,Coronavirusmanta hark’akuy,Protégete del coronavirus,EMOCIONADO
E067,67,Oración,S,Ama llakikuychu,No te preocupes,EMOCIONADO
E068,68,Oración,S,Waylluyqa allinmi.,Amar es bueno,EMOCIONADO
E069,69,Oración,S,Noqa tusushani,Estoy bailando,EMOCIONADO
E070,70,Oración,S,Noqaykuqa warmikunan kayku,Nosotras somos mujeres,EMOCIONADO
E071,71,Oración,S,Qan chocolatita munanki,Tú quieres chocolate,EMOCIONADO
E072,72,Oración,S,Noqayku wasiykita rishayku,Nosotros  estamos yendo a tu casa.,EMOCIONADO
E073,73,Oración,S,Noqa allinta runa simita rimani,Yo hablo bien quechua.,EMOCIONADO
E074,74,Oración,S,Kunanqa p'unchawniykin,Hoy es tu dia!,EMOCIONADO
E075,75,Oración,S,Hamuqtinqa tususunchismi,Si viene bailaremos,EMOCIONADO
E076,76,Oración,S,Kay sumaq llaqtapi tiyayku,Vivimos en este hermoso pueblo.,EMOCIONADO
E077,77,Oración,S,Mamanchiskunaqa anchata munakuwanchis,Nuestras mamás nos quieren mucho,EMOCIONADO
E078,78,Oración,S,Noqa qoyllurta rikuni,Veo una estrella ,EMOCIONADO
E079,79,Oración,S,"Maria, hawas hank'ata ruway","Maria, haz tostado de habas",EMOCIONADO
E080,80,Oración,S,Wata hunt'aytan  tususunchis,"Cumpliendo el año, bailaremos!",EMOCIONADO
E081,81,Oración,S,Mamaykita much'aykuy,"A tu mamá, dale beso ",EMOCIONADO
E082,82,Oración,S,"Qanrí, ¿Maymanta hamushanki?",Y tú ¿De dónde vienes?,EMOCIONADO
E083,83,Oración,S,"¡Hakuchis, mink´arikusqayki chuwipi pukllayta!"," ¡Vamos, te invito a jugar canicas!
",EMOCIONADO
E084,84,Oración,S,Paraqtinqa ama hamunkichu,"Si llueve, ¡no vengas!",EMOCIONADO
E085,85,Oración,S,Ñawpaq runakunaqa qocha unupis qhawakuranku,Dicen que antiguamente las personas utilizaban el agua de las lagunas como espejos,EMOCIONADO
E086,86,Oración,S,Paqarinmi siwarataqa rutusunchis,Mañana haremos segar la cebada,EMOCIONADO
E087,87,Oración,S,Tarpuy killapaqñan hamusaq,Vendré ya para la época del sembrío,EMOCIONADO
E088,88,Oración,S,Qayra michiqa ch’umpi uqi,El gato montés es de color café plomizo,EMOCIONADO
E089,89,Oración,S,Chay yuraq millwataqa pukamanmi tullpusaq,Esa lana blanca voy a teñirla a rojo,EMOCIONADO
E090,90,Oración,S,Allin p'unchay kachun yachachiq,Que tengas buen dia profesor,EMOCIONADO
E091,91,Oración,S,Llank'ayniymantan rimariyta munani,Quiero explicar nuestro trabajo,EMOCIONADO
E092,92,Oración,S,Kunanri ¿Maytataq risaq?,Y ahora ¿adónde iré?,EMOCIONADO
E093,93,Oración,S,Ninkun huk qella waynatan usa mikhurapusqa,Cuentan que a un joven ocioso se lo comieron los piojos.,EMOCIONADO
E094,94,Oración,S,Qhopu runakunataqa llullakusqankuna q'epinmi ninku.,A las personas jorobadas les dicen que cargan sus mentiras.,EMOCIONADO
E095,95,Oración,S,"Taytay, yachachiqmi kay qhelqasqa raphichata apachimusunki","¡Papá!, mi profesora te envió este papelito escrito.",EMOCIONADO
E096,96,Oración,S,Llink'i hallp´aqa resisqa tarinakunallapin kan,La arcilla plástica solamente se encuentra en lugares conocidos,EMOCIONADO
E097,97,Oración,S,Nishutan uchuta mikhurusqa chaymi wiksa ruphariywan waqashan,Había comido mucho ají por eso ahora está llorando con ardor de estómago.,EMOCIONADO
E098,98,Oración,S,Kay qowi k´ankaqa mishk'illañan kashan,Este asado de cuy está muy agradable.,EMOCIONADO
E099,99,Oración,S,Haqay alqota qhaway atoqpa uha sipisqantan mikhurapushan,Vé a aquel perro͗ se está comiendo la oveja que mató el zorro.,EMOCIONADO
E100,100,Oración,S,P'itaypiqa llalliykin,Te  gané en la carrera,EMOCIONADO
E101,101,Oración,S,Sara tarpuymanta yachaqta tapusunchis,Entrevistemos al sabio sobre el sembrío de la papa,EMOCIONADO
E102,102,Oración,S,Runa sipiqtan tariramuyku,Hemos encontrado al asesino,EMOCIONADO
E103,103,Oración,S,Payqa cheqaqtan niqa,Ella le va a decir la verdad,EMOCIONADO
E104,104,Oración,S,Vacunakunaqa onqoymantan hark'awanchis,Las vacunas nos protegen de las enĨermedades.,EMOCIONADO
E105,105,Oración,S,Inti raymi p’unchawqa ishkay chunka tawayuq inti raymi killatan raymichakun,Dicen que la fiesta del Sol se festejaba el día 2ϭ de junio.,EMOCIONADO
E106,106,Oración,S,Kay mikhuyqa ch'akiypaqmi ancha allin,Este alimento es muy bueno para aplacar la sed,EMOCIONADO
E107,107,Oración,S,Runaqa kusikuywanmi chakranta llank'an,El hombre trabaja con alegría su chakra,EMOCIONADO
E108,108,Oración,S,Chay qhesti wakaytaqa wayra killapi p'unchawniypi  mikhusunchis,Esa mi vaca barrosa la comeremos en el mes de agosto por mis cumpleaños.,EMOCIONADO
E109,109,Oración,S,Llapallan aylluntinmi sarata waqaychanku,Toda la familia está entrojando el maíz,EMOCIONADO
E110,110,Oración,S,Paqarinmi suchikunata challwaq risunchis,Mañana iremos a pescar suches,EMOCIONADO
E111,111,Oración,S,Chay wawaqa ancha yachayniyuqmi kasqa,Esa criatura tiene muchos conocimientos,EMOCIONADO
E112,112,Oración,S,Wawaqa suti taytanman chimpaykun,La niña se acercó a su padrino de bautismo,EMOCIONADO
E113,113,Oración,S,Mana rikuchikuspallan unchuchukuchaqa runakunata qhawan,La comadreja observa a las personas sin ser vista,EMOCIONADO
E114,114,Oración,S,Sapanka ch’ichimantapas huk yuraqa wiñamunmanmi,De cada brote puede generarse una nueva planta,EMOCIONADO
E115,115,Oración,S,Sara tarpusqanchisqa ñan ch'ichiramunqa,Ya germinó el maíz que sembramos,EMOCIONADO
E116,116,Oración,S,Wik´uñakunaqa huñusqallapin purinku,Las vicuñas caminan siempre formando tropas,EMOCIONADO
E117,117,Oración,S,Hat’aqutaqa yuyutahinam ima mikhuypipas wayk’ukunapuni,Los bledos son buenos para consumirlos cocidos como verduras,EMOCIONADO
E118,118,Oración,S,Roqoto sirk'anqa ancha hayallañan,La vena del rocoto es muy picante,EMOCIONADO
E119,119,Oración,S,Kunan wata qollanapaq kanaypaqmi akllawaranku,Me eligieron para ser dirigente por este año,EMOCIONADO
E120,120,Oración,S,Arequipa llaqtaqa sillarkunawan ruwasqan kashan,Las casas de Arequipa están hechas de piedra sillar,EMOCIONADO
E121,121,Oración,S,Papa wathiyanapaq hurnuta ruphachiy,Haz calentar el horno para asar papas,EMOCIONADO
E122,122,Oración,S,Kirkinchuq sillunkunaqa aswan kuchukuqmi añasmanta,El armadillo tiene uñas más filudas que el zorrino,EMOCIONADO
E123,123,Oración,S,Qaparispa hinaraqmi rimanki,Hablarás en voz fuerte,EMOCIONADO
E124,124,Oración,S,K’ulluta allichasunchis wasichanapaq,Preparemos tablas para techar la casa,EMOCIONADO
E125,125,Oración,S,Wik’uñaqa alquta p'itaspa llallin,La vicuña le gana en correr al perro,EMOCIONADO
E126,126,Oración,S,Wawaykiwan wawaywanqa kasqan watayuqmi kanku,Tu hijo y mi hijo tienen la misma edad,EMOCIONADO
E127,127,Oración,S,Alqoqa yupinta mushkhispalla duyñunta tarin,El perro encontró a su dueño olfateando sus huellas solamente,EMOCIONADO
E128,128,Oración,S,Chay qhatata pukllananchispaq pampachasunchis,Aplanemos esa ladera para jugar,EMOCIONADO
E129,129,Oración,S,Chay sumaq wasiqa hatun rumikunawan ruwasqan kashan,Esta hermosa casa está hecha de piedras grandes,EMOCIONADO
E130,130,Oración,S,Ñandutaqa manan kawallupi phawaspapas aypasunchismanchu,Al ñandú no le podemos dar alcance ni corriendo a caballo,EMOCIONADO
E131,131,Oración,S,Ninkun ñawpa runakunaqa ukumari qarawanmi p'achakuranku,Dicen que las personas antiguas se cubrían el cuerpo con piel del oso,EMOCIONADO
E132,132,Oración,S,Sutiykita ayllu sutiykitawan qhillqay,Escribe tu nombre y apellido,EMOCIONADO
E133,133,Oración,S,Huñunasqa rimaypa tukuyninpi muyuchata churay,Pon un punto al final de la oración,EMOCIONADO
E134,134,Oración,S,Hatun raphipi harawita ruwasunchis,Escribiremos un poema en un papelote,EMOCIONADO
E135,135,Oración,S,¡Hamuy! ¡P'itay!,"¡Ven!, ¡corre!",EMOCIONADO
E136,136,Oración,S,Rimaykunatam kunan pachapi qhillqasaq,Voy a escribir las oraciones en tiempo presente’,EMOCIONADO
E137,137,Oración,S,Ruraqqa rimaypa kaqninmi,El sujeto es un elemento de la oración’,EMOCIONADO
E138,138,Oración,S,Sutichayqa suti llapanman churaymi,Nombrar es poner nombre a todo ser,EMOCIONADO
E139,139,Oración,S,¡Runa siminchis kawsachun!,¡Viva nuestra lengua quechua!,EMOCIONADO
E140,140,Oración,S,¿Qhelqasqaykunaqa rakikuyniyuqmi?,¿Mi escrito contiene sus partes?,EMOCIONADO
E141,141,Oración,S,Kikiykimanta qhelqay,Escribe tu autobiografía,EMOCIONADO
E142,142,Oración,S,Kay rimanata ñawpa pachapi qhelqay,Conjuga este verbo en tiempo pasado,EMOCIONADO
E143,143,Oración,S,¿Imataq rimaykuna ?,¿Qué es una frase?,EMOCIONADO
E144,144,Oración,S,Ashkha qhelqakunata ruwasunchis,Hay que producir muchos textos,EMOCIONADO
E145,145,Oración,S,Kay rimaykunaq saphinta t'aqay,Separa la raíz de estas palabras,EMOCIONADO
E146,146,Oración,S,Ch´ulla sutikunata seq´ey,Subraya los sustantivos singulares,EMOCIONADO
E147,147,Oración,S,"Yachachiqmi rimashan, ama hark'asunchu","Está hablando el profesor, no interrumpamos",EMOCIONADO
E148,148,Oración,S,Saqsampillu sutiyuq tusuyqa mawk´a p’achakunawanmi tusukun.,El sacsampillo se baila con ropas viejas.,EMOCIONADO
E149,149,Oración,S,Saraqa hank'api hinallataq mut'ipi mikhukun,El maíz se come en tostado como en mote,EMOCIONADO
E150,150,Oración,S,Chayrutaqa ch’uñu saqtayuqtan wayk´ukun,El chairo se prepara con chuño chancado.,EMOCIONADO
E151,151,Oración,S,Qosqo llaqtapi hinallataq wak  llaqtakunapipas runakunaqa sarawanmi allin qhali kanku,En el Cuzco como en los otros pueblos andinos el maíz alimenta muy bien a los hombres,EMOCIONADO
E152,152,Oración,S,Sawintu sach’aqa aycha ruruyuqmi,El guayabo tiene un fruto carnoso,EMOCIONADO
E153,153,Oración,S,Sikutaqa phukuspa waqachina.,La zampoña se toca soplando.,EMOCIONADO
E154,154,Oración,S,"Waraqoq khishkan chakiyman haykuruwan, ama hina kaspa orqorukuway",Una espina del cactus se me ha introducido en el pie. Por favor extráemelo.,EMOCIONADO
E155,155,Oración,S,Sarata t'ipispaqa markapin waqaychana,Luego de despancar el maóz se gurda en la ramada,EMOCIONADO
E156,156,Oración,S,Tarpuy killapaqñan chayamusaq,Vendré ya para la época del sembrío.,EMOCIONADO
E157,157,Oración,S,Llapallankun llaqtaman rishanku,Todos están yendo al pueblo.,EMOCIONADO
E158,158,Oración,S,Kay qara patachapi tiyaykuy,Siéntate sobre este cuerito,EMOCIONADO
E159,159,Oración,S,Wawalla kashaspaqa Maychunuyo llaqtapin tiyarayku,Estando niño radicamos en Maychunuyo,EMOCIONADO
E160,160,Oración,S,Kay qhelqataqa manan noqachu ruwarani yanqan tumpawashanku,"Este escrito no lo hice yo, por gusto me están calumniando",EMOCIONADO
E161,161,Oración,S,Alqoqa uywakunatan muyurispa  sapa tutan kanispa,El perro rodea al ganado ladrando cada noche.,EMOCIONADO
E162,162,Oración,S,Unuqa ancha allinmi kurkunchispaq hinallataq qhalilla kananchispaq,El agua en bueno y saludable para nuestro cuerpo,EMOCIONADO
E163,163,Oración,S,Ch´oqhoy qhepamanqa manan toqayninchistaqa millp´unanchischu thoqananchismi chaymanta sarunanchis,Luego de toser no debemos tragarnos la saliva͖ debemos escupirla y luego pisarla.,EMOCIONADO
E164,164,Oración,S,"Hayan thuqayniyqa kashan, ima llakikuyniychá kanqa",Tengo la saliva amarga͗ qué preocupaciones tendré.,EMOCIONADO
E165,165,Oración,S,"Ana, ama hina kaychu, sapanka wawaman chay patarakunata rakiy","Anita, por favor distribuye estos libros a cada niño.",EMOCIONADO
E166,166,Oración,S,T'ipanawan allinta mantunniykita t´ipay,Asegura tu mantita con el prendedor.,EMOCIONADO
E167,167,Oración,S,Sipaskunaqa sumaq t’ipanakunawan t’ipasqa llaqtata rinku.,Las jovencitas van al pueblo exhibiendo sus mejores prendedores.,EMOCIONADO
E168,168,Oración,S,¿Pitaq chay t’ikakunatari t´irarun?,͎Quién arrancó esas flores͍,EMOCIONADO
E169,169,Oración,S,Chay t’oqo hatun waraykitaqa amaña churakuychu.,Ya no te pongas tu pantalón con agujeros.,EMOCIONADO
E170,170,Oración,S,Sara chakramantaqa  qorakunata saphintinta wikhana.,Las malas hierbas deben ser arrancadas desde la raíz de las chacras de maíz,EMOCIONADO
E171,171,Oración,S,Llink'i hallp´aqa paraqtinmi t´uruyan,La tierra arcillosa o la removida se pone barrosa cuando llueve.,EMOCIONADO
E172,172,Oración,S,Yuraq  umiñayuq siwita ruwachipusqayki,Te mandaré hacer una sortija con diamante blanco.,EMOCIONADO
E173,173,Oración,S,"Paqarinqa manan qasisaqchu, onqoqniypaqmi wayk´unay kashan.","El día de mañana no estaré libre, debo de cocinar para mi paciente.",EMOCIONADO
E174,174,Oración,S,Karruypa llantantan allichasharani,Estaba arreglando la llanta de mi carro,EMOCIONADO
E175,175,Oración,S,Khullu papamantaqa ch’uñuta ruwanchis,Elaboramos chuño de la papa menuda,EMOCIONADO
E176,176,Oración,S,¡Haw! Kay uchuqa nishutan hayasqa,¡Jau! ¡Qué picante este ají!,EMOCIONADO
E177,177,Oración,S,Wakayqa chinata wachapuwasqa,Mi vaca había parido una cría hembra,EMOCIONADO
E178,178,Oración,S,Mana sasachakuywanmi phishqa watamanta soqta watamanqa chayasaq,Pasaré sin mayores diĮcultades del quinto al sexto grado,EMOCIONADO
E179,179,Oración,S,Mamaymi sumaq mikhunata wayk´un,Mi mamá cocina una comida deliciosa,EMOCIONADO
E180,180,Oración,S,Qapariqtiymi manaña khatatatanñachu,Cuando se le gritó dejó de delirar,EMOCIONADO
E181,181,Oración,S,Kay raqachaqa rumumanmi rikch’akun,Esta racacha se parece a la yuca,EMOCIONADO
E182,182,Oración,S,¿Camionmanta qhatukuna suwaq runata yuyashankichu?,¿Recuerda al hombre que robó la mercadería del camión?,EMOCIONADO
E183,183,Oración,S,"Kay lapischakunata rakiy, llapanmanmi aypachinayki","Distribuye estos lápices, pero haz alcanzar a todos.",EMOCIONADO
E184,184,Oración,S,Ch'aska lloqsiytaraqmi chakra llank'aq runakunaqa hatarin,Los andinos ya se levantan cuando aparece la estrella Venus,EMOCIONADO
E185,185,Oración,S,"Kay ishkay k'aspichakunata watay, ichapas aqna aypanman","Une estos dos palos, quizás así alcancen",EMOCIONADO
E186,186,Oración,S,Pujilí llaqtapiqa llimp’isqa paqpa ch’awartan qhatunku,En el pueblo de Pujilí venden pita teñida de maguey,EMOCIONADO
E187,187,Oración,S,Chay sipascha wasinman phawaylla rishan,Esa señorita está corriendo hacia su casa,EMOCIONADO
E188,188,Oración,S,Chay erqekunaqa wichaymanmi phawasharanku,Los niños estaban corriendo hacia arriba,EMOCIONADO
E189,189,Oración,S,Kay wataqa sumaq watan kanqa,Este año será un buen año,EMOCIONADO
E190,190,Oración,S,Tayta churinpa mana allin watasqanta watapan ,El padre reamarra lo que el hijo no amarro bien,EMOCIONADO
E191,191,Oración,S,Chay tayta allinta llank´an,Aquel padre trabaja bien,EMOCIONADO
E192,192,Oración,S,Chay tayta hinaqa manan hukqa kanchu,Como aquel padre no hay otro,EMOCIONADO
E193,193,Oración,S,Chakrapi runakuna llank´ashanku,Los hombres están trabajando en la chacra,EMOCIONADO
E194,194,Oración,S,Qosqopiqa hallp´ataqa turukunawanmi yapunku,En Cusco el terreno aran con el ganado,EMOCIONADO
E195,195,Oración,S,¿Imata chayraykipi tarpunki?,¿Qué vas a sembrar en tu chacra? ,EMOCIONADO
E196,196,Oración,S,Chakrantan qarpasharan,Estaba regando su chacra,EMOCIONADO
E197,197,Oración,S,Waynaqa wawqenwanmi ñut'upashan,El joven está roturando con su hermano ,EMOCIONADO
E198,198,Oración,S,Taytanqa qoranatan ruwashan,El padre está haciendo tirapié,EMOCIONADO
E199,199,Oración,S,Chay sipaskuna k´umushanku oqarinankunpaq,Esas señoritas estan agachándose para recoger.,EMOCIONADO
E200,200,Oración,S,Chay chuchu ichhuqa nishu ch´akin manan  wawakunapas mikhunkuchu,La paja brava es tan dura que ni las vacas las comen,EMOCIONADO
E201,201,Oración,S,"Wayra, Inti, unu, runa, uywakunapas kallpayuqmi kanchis","El viento, el sol, el agua y las personas tenemos fuerza",EMOCIONADO
E202,202,Oración,S,Wawqechayqa tenazawanmi makinta kanirachikun,La tenaza mordió la mano de mi hermanito,EMOCIONADO
E203,203,Oración,S,Chay wawaqa mamanpa ñuñunta kanirusqa,Esa criatura mordió el pezón de su madre,EMOCIONADO
E204,204,Oración,S,Allin kaqtapunin ruwanayki,Debes hacer siempre el bien,EMOCIONADO
E205,205,Oración,S,Sumaqllatan pukllananchis ama urmayunapaqqa,Si jugamos sin cuidado podemos caernos,EMOCIONADO
E206,206,Oración,S, Alqotaqa kunkanmanta watana,A los perros se les amarra del pescuezo,EMOCIONADO
E207,207,Oración,S,Ishkay k'ullutan chaka ruwananchispaqqa q'episunchis,Trasladaremos dos troncos para construir el puente,EMOCIONADO
E208,208,Oración,S,Wiksanchis hunt'a kaqtinqa imatapas kusikuywanmi ruwanchis,"Si la barriga está llena, todo lo hacemos alegremente",EMOCIONADO
E209,209,Oración,S,Kay q'aytuta ishkay ishkaymanqa kuruy,Ovíllame este hilo poniéndolo de a dos,EMOCIONADO
E210,210,Oración,S,Wawaqa suti taytanman chimpaykun,La niña se acercó a su padrino de bautismo,EMOCIONADO
E211,211,Oración,S,Uyan munay  hawt´iy rit´i kan.,Su rostro tiene la belleza de un copo de nieve.,EMOCIONADO
E212,212,Oración,S,"Waylluqtiyki, llapan muyuyninpi kaq allinpinim.","Cuando amas, todo a tu alrededor tiene más sentido.",EMOCIONADO
E213,213,Oración,S,"Taki allin kayta apamun, khuyay kaqtinpas.","La música inspira entusiasmo, incluso si es sombría, ",EMOCIONADO
E214,214,Oración,S,"Allin ruwayqa mati unipi mishk´ihinan; pisi kaqtinpas, llapan mishk´imanmi tukuchin.","La esperanza es como el azúcar en el té; incluso cuando hay muy poco, hará que todo sea más dulce.",EMOCIONADO
E215,215,Oración,S,Kunanpunin allin  ima ruwanapaqpas.,El mejor momento para la acción es ahora.,EMOCIONADO
E216,216,Oración,S,Manan hayk´aqpas yacharanichu wak runa kusichiwananta.,Nunca pensé que otra persona podría hacerme tan feliz.,EMOCIONADO
E217,217,Oración,S,Tuta mikhuna sumaqmi kanman karqan asnasharanpas sumaqtan.,La cena parecía deliciosa y olía muy bien.,EMOCIONADO
E218,218,Oración,S,"¡Qolqe orqokuyqa allinpunin, yanqallamanta qolqe hamuyqa llapantan t´ikrarunman!","¡Ganar la lotería es grandioso, porque una ganancia inesperada puede cambiarlo todo!",EMOCIONADO
